country,year,elect_vio,gdp_pc,wdi_pop,quota_ord,quota_bi,quota_place,quota_thresh,civil_lib,wom_married15,lag_ev
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,NA
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,NA
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,NA
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,NA
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
South Sudan,2021,1,NA,10748272,0,0,NA,NA,0.21,NA,NA
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,NA
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Libya,2021,1,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Zambia,2021,0,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,NA
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Angola,2021,1,1953.53375721508,34503774,1,1,0,30,0.518,NA,NA
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,1
Libya,2021,1,6357.19555043805,6735277,3,1,1,50,0.23,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,NA
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Libya,2021,1,6357.19555043805,6735277,3,1,1,50,0.23,NA,1
Libya,2021,1,6357.19555043805,6735277,3,1,1,50,0.23,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,1
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,NA
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
Namibia,2021,0,4865.55776470864,2530151,0,0,NA,NA,0.762,NA,NA
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Tunisia,2021,0,3807.13915027254,12262946,3,1,1,50,0.861,NA,NA
South Sudan,2021,1,NA,10748272,0,0,NA,NA,0.21,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,NA
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Tunisia,2021,0,3807.13915027254,12262946,3,1,1,50,0.861,NA,0
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Angola,2021,1,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Cape Verde,2021,1,NA,NA,2,1,0,40,0.819,NA,NA
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Ghana,2021,1,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,NA
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,1
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,1
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Malawi,2021,1,634.835660105302,19889742,0,0,NA,NA,0.796,NA,NA
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Angola,2021,1,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Ghana,2021,1,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,1
Cameroon,2021,0,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,NA
Ghana,2021,1,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,1
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,0
Sierra Leone,2021,1,480.039211301066,8420641,0,0,NA,NA,0.717,NA,NA
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,1
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,1
Ghana,2021,1,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,1
Ghana,2021,0,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,1
Libya,2021,1,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,1
Zimbabwe,2021,1,1773.92041088078,15993524,4,1,0,22,0.654,NA,1
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,1
Morocco,2021,1,3795.38012695313,37076584,4,1,0,23,0.682,NA,NA
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Mali,2021,0,873.794862375503,21904983,3,1,0,30,0.516,NA,NA
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,0
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Morocco,2021,1,3795.38012695313,37076584,4,1,0,23,0.682,NA,0
Morocco,2021,1,3795.38012695313,37076584,4,1,0,23,0.682,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Sao Tome and Principe,2021,1,2360.54355385897,223107,0,0,NA,NA,0.876,NA,NA
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Morocco,2021,1,3795.38012695313,37076584,4,1,0,23,0.682,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,1
Sudan,2021,0,NA,NA,0,0,NA,NA,0.211,NA,NA
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,0
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,1
Sao Tome and Principe,2021,0,2360.54355385897,223107,0,0,NA,NA,0.876,NA,1
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Sao Tome and Principe,2021,0,2360.54355385897,223107,0,0,NA,NA,0.876,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,NA
Kenya,2021,1,2081.7998545843798,53005614,4,1,1,15,0.661,NA,NA
Ivory Coast,2021,0,NA,NA,0,0,NA,NA,0.683,NA,NA
Kenya,2021,0,2081.7998545843798,53005614,4,1,1,15,0.661,NA,1
Burkina Faso,2021,0,893.077155776863,22100683,2,1,0,30,0.566,NA,NA
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Sierra Leone,2021,1,480.039211301066,8420641,0,0,NA,NA,0.717,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Kenya,2021,1,2081.7998545843798,53005614,4,1,1,15,0.661,NA,0
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Kenya,2021,0,2081.7998545843798,53005614,4,1,1,15,0.661,NA,1
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Madagascar,2021,1,500.511031950657,28915653,0,0,NA,NA,0.635,NA,NA
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,0
Morocco,2021,0,3795.38012695313,37076584,4,1,0,23,0.682,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Tanzania,2021,1,NA,NA,4,1,0,31,0.749,NA,NA
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Senegal,2021,1,1636.89320864296,16876720,3,1,1,43,0.798,NA,1
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Sierra Leone,2021,1,480.039211301066,8420641,0,0,NA,NA,0.717,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Central African Republic,2021,1,NA,NA,0,0,NA,NA,0.419,NA,NA
Madagascar,2021,0,500.511031950657,28915653,0,0,NA,NA,0.635,NA,1
Zambia,2021,1,1137.34363269164,19473125,0,0,NA,NA,0.65,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Central African Republic,2021,1,NA,NA,0,0,NA,NA,0.419,NA,1
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Chad,2021,1,685.690284124456,17179740,0,0,NA,NA,0.52,NA,NA
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Djibouti,2021,1,3150.43672926335,1105557,4,1,0,25,0.479,NA,NA
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,NA
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Benin,2021,0,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,0
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Liberia,2021,0,675.66318584916,5193416,0,0,0,30,0.81,NA,NA
Liberia,2021,0,675.66318584916,5193416,0,0,0,30,0.81,NA,0
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Chad,2021,1,685.690284124456,17179740,0,0,NA,NA,0.52,NA,1
Malawi,2021,1,634.835660105302,19889742,0,0,NA,NA,0.796,NA,1
Malawi,2021,1,634.835660105302,19889742,0,0,NA,NA,0.796,NA,1
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Algeria,2021,0,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Ethiopia,2021,0,925.077428048534,120283026,0,0,NA,NA,0.605,NA,1
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Angola,2021,1,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,1
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
South Africa,2021,0,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Liberia,2021,1,675.66318584916,5193416,0,0,0,30,0.81,NA,0
Central African Republic,2021,1,NA,NA,0,0,NA,NA,0.419,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
South Africa,2021,1,7055.04477598783,59392255,0,0,NA,NA,0.799,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Guinea-Bissau,2021,1,795.118569260485,2060721,0,0,NA,NA,0.731,NA,NA
Ivory Coast,2021,0,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,0
Cameroon,2021,1,1666.93273443122,27198628,0,0,NA,NA,0.638,NA,1
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,1
Kenya,2021,1,2081.7998545843798,53005614,4,1,1,15,0.661,NA,0
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,1
Benin,2021,1,1319.1549945174,12996895,0,0,NA,NA,0.88,NA,1
Chad,2021,1,685.690284124456,17179740,0,0,NA,NA,0.52,NA,1
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,NA
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,1
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,1
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,1
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,1
Niger,2021,0,NA,NA,1,1,0,10,0.69,NA,1
Sierra Leone,2021,1,480.039211301066,8420641,0,0,NA,NA,0.717,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Algeria,2021,1,3690.62787797599,44177969,3,1,0,32,0.641,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Madagascar,2021,1,500.511031950657,28915653,0,0,NA,NA,0.635,NA,0
Ethiopia,2021,1,925.077428048534,120283026,0,0,NA,NA,0.605,NA,0
Niger,2021,1,NA,NA,1,1,0,10,0.69,NA,0
Ivory Coast,2021,1,NA,NA,0,0,NA,NA,0.683,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Kenya,2021,1,2081.7998545843798,53005614,4,1,1,15,0.661,NA,1
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Somalia,2021,0,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Libya,2021,0,6357.19555043805,6735277,3,1,1,50,0.23,NA,0
Central African Republic,2021,1,NA,NA,0,0,NA,NA,0.419,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,0
Uganda,2021,0,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Ghana,2021,0,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Somalia,2021,1,446.981559635259,17065581,4,1,0,30,0.202,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Burundi,2021,1,221.477676223363,12551213,4,1,1,30,0.337,NA,NA
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Liberia,2021,0,675.66318584916,5193416,0,0,0,30,0.81,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Nigeria,2021,1,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Ivory Coast,2021,0,NA,NA,0,0,NA,NA,0.683,NA,1
Nigeria,2021,0,2065.74906750923,213401323,0,0,NA,NA,0.748,NA,1
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Angola,2021,0,1953.53375721508,34503774,1,1,0,30,0.518,NA,0
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Uganda,2021,1,883.892032311279,45853778,4,1,0,27,0.424,NA,1
Ghana,2021,1,2363.29929621422,32833031,0,0,NA,NA,0.83,NA,0
